ID	EH1516A	EH1516C	EH1516D	EH217A	EH217C	EH217D
"215842"	471	937	1343	996	734	1924
"215847"	5	7	5	13	21	14
"215848"	0	0	0	0	0	2
"215850"	0	0	0	103	137	101
"215851"	158	239	205	195	268	142
"215858"	330	136	93	54	190	80
"215866"	9	2	6	25	26	5
"215869"	9	7	13	89	149	96
"215870"	90	33	58	209	326	202
"215871"	52	54	76	69	72	73
"215873"	0	0	2	0	2	0
"215883"	0	0	0	1	0	0
"215884"	5	7	3	9	14	7
"215887"	0	0	0	0	1	0
"215890"	45	17	30	282	234	285
"215900"	1	0	0	0	0	0
"215904"	388	592	588	632	938	663
"215905"	164	378	209	95	137	283
"215906"	43	9	1	61	38	36
"215909"	40	50	36	89	110	105
"215912"	0	1	0	0	0	0
"215916"	30	34	77	66	73	62
"215918"	18	19	35	48	60	54
"215920"	102	181	125	208	181	166
"215923"	11	2	1	75	101	87
"215932"	18	35	38	70	105	71
"215949"	85	304	367	40	70	33
"215950"	4	22	205	713	97	199
"215951"	0	0	1	0	0	0
"215958"	2398	667	224	827	220	241
"215960"	100	39	52	386	1017	512
"215961"	3	14	38	0	0	0
"215981"	6	5	3	134	93	177
"215983"	7	2	0	45	49	31
"215994"	151	41	68	159	256	167
"216003"	4	3	1	6	10	16
"216005"	238	38	7	39	158	76
"216006"	47	42	77	0	0	1
"216007"	46	52	60	0	0	0
"216008"	77	30	16	181	157	169
"216009"	0	0	0	38	109	81
"216011"	189	17	5	59	67	28
"216017"	29	3	1	0	0	0
"216021"	318	243	354	891	1080	994
"216024"	13	6	6	70	130	94
"216028"	91	60	118	410	381	423
"216033"	0	0	0	0	0	0
"216041"	153	75	177	504	420	458
"216044"	229	751	943	41	53	48
"216051"	17	23	41	66	152	171
"216052"	32	52	146	213	430	366
"216054"	25	15	28	34	48	38
"216066"	67	121	87	373	344	331
"216072"	19	48	122	51	113	108
"216077"	0	0	0	0	0	0
"216081"	220	105	92	156	202	152
"216089"	58	64	103	180	174	198
"216096"	54	149	57	24	58	40
"216105"	0	1	0	1	5	2
"216107"	0	0	0	0	1	0
"216116"	0	0	0	0	0	0
"216118"	46	86	137	266	281	153
"216119"	593	217	143	446	433	439
"216120"	149	258	517	212	158	333
"216122"	1	2	3	43	40	29
"216129"	0	0	0	20	19	15
"216132"	3	1	2	25	83	63
"216137"	2	0	0	61	85	85
"216145"	0	1	0	14	30	32
"216146"	118	46	77	121	153	108
"216151"	534	227	184	77	146	92
"216152"	603	344	320	123	225	131
"216155"	234	93	125	738	468	697
"216156"	178	38	106	202	319	144
"216158"	0	1	1	8	6	12
"216162"	0	1	0	3	13	3
"216165"	182	126	289	128	228	153
"216172"	4	0	0	4	5	10
"216177"	421	269	201	595	706	518
"216181"	0	0	0	0	0	0
"216183"	0	2	7	1	1	3
"216184"	12	11	8	3	8	4
"216185"	52	154	199	0	0	0
"216187"	95	115	99	228	195	154
"216188"	148	87	187	293	619	302
"216196"	10	12	49	34	92	57
"216203"	20	31	21	14	27	11
"216212"	54	84	42	180	303	185
"216215"	0	0	0	32	41	21
"216221"	0	0	1	211	404	292
"216228"	9	18	13	39	33	47
"216233"	62	129	92	125	179	238
"216239"	0	0	0	199	179	155
"216240"	349	113	105	292	331	313
"216250"	6	37	47	0	0	0
"216251"	15	41	61	0	0	0
"216259"	27	45	92	148	183	144
"216260"	284	59	47	6	17	4
"216262"	13	2	3	9	5	1
"216263"	2	1	1	0	1	1
"216267"	15	16	30	41	54	38
"216273"	0	0	0	2	6	0
"216274"	38	19	26	194	124	204
"216276"	1	0	0	6	0	2
"216290"	1	0	0	2	3	2
"216293"	0	0	0	0	0	0
"216295"	656	197	63	77	263	98
"216296"	0	0	1	1	0	4
"216305"	2	2	9	4	2	6
"216306"	0	0	0	1	0	1
"216310"	32	19	32	169	302	213
"216316"	33	33	36	65	86	60
"216330"	0	0	0	2	6	6
"216331"	0	0	0	1	2	10
"216338"	23	13	5	37	77	73
"216341"	775	180	42	352	282	332
"216344"	13	11	30	142	229	218
"216352"	44	176	79	150	197	99
"216365"	555	130	215	291	1119	246
"216366"	1405	280	347	1134	1688	248
"216375"	87	89	130	253	308	369
"216379"	17	12	16	0	0	0
"216380"	214	57	39	73	67	53
"216399"	8	6	4	24	20	28
"216403"	45	28	10	169	321	182
"216405"	2	5	7	34	74	42
"216406"	0	0	0	198	162	138
"216408"	49	9	1	126	175	71
"216414"	22	11	16	50	48	48
"216420"	21	18	32	18	64	31
"216421"	10	12	259	168	58	56
"216423"	31	65	84	213	316	318
"216424"	7	2	1	2	10	8
"216425"	3	11	17	0	1	0
"216440"	0	0	0	63	11	6
"216445"	210	404	710	920	678	775
"216447"	446	242	169	549	431	508
"216454"	9	35	28	100	97	175
"216464"	0	0	0	0	0	0
"216473"	499	2595	4575	615	383	981
"216481"	467	155	223	386	434	419
"216490"	66	102	218	57	93	127
"216494"	14	9	26	17	30	29
"216495"	11	23	43	23	54	61
"216501"	391	21	1	155	176	139
"216503"	157	14	5	90	97	86
"216504"	0	0	0	0	0	0
"216511"	0	0	0	42	128	69
"216512"	0	2	1	123	229	248
"216514"	10	29	27	0	0	0
"216518"	28	80	48	52	84	51
"216521"	243	62	65	224	151	130
"216523"	396	1068	443	652	1311	926
"216524"	0	0	1	37	52	91
"216525"	0	0	1	237	200	113
"216526"	5	14	24	19	57	60
"216530"	0	0	0	5	9	8
"216536"	2	0	1	0	0	1
"216540"	4	23	6	62	89	59
"216548"	6	17	28	52	52	116
"216554"	14	24	17	3	6	0
"216558"	1	5	3	277	410	328
"216561"	0	1	0	0	0	0
"216564"	11	92	107	429	2855	778
"216570"	4426	459	85	1	3	0
"216571"	0	0	0	0	0	0
"216573"	0	0	0	25	95	26
"216584"	0	0	0	0	0	0
"216586"	12	33	59	25	45	46
"216589"	12	11	8	132	110	94
"216593"	17	6	4	25	55	41
"216603"	1	1	1	3	2	2
"216609"	286	1503	910	1867	3206	2888
"216614"	80	21	24	32	34	31
"216615"	236	124	185	480	439	346
"216619"	0	0	0	4	1	0
"216623"	15	30	73	21	40	33
"216624"	13	20	32	0	1	1
"216625"	4	1	7	0	0	0
"216626"	1039	1257	501	7	1	3
"216634"	0	0	0	0	0	0
"216639"	0	0	0	0	0	0
"216640"	14	42	44	33	92	30
"216641"	0	0	0	0	0	0
"216644"	420	67	57	0	0	0
"216646"	6	9	7	2	1	21
"216652"	3	1	0	89	147	189
"216654"	17	54	76	54	43	67
"216661"	385	80	36	73	84	144
"216667"	0	0	0	0	0	0
"216669"	24	6	3	11	29	3
"216670"	21	42	21	13	29	137
"216671"	5	20	7	8	19	78
"216673"	60	33	75	48	62	47
"216676"	22	32	32	156	88	51
"216690"	0	2	0	27	97	24
"216692"	0	48	127	146	321	331
"216695"	1	0	1	33	44	42
"216696"	236	282	317	119	222	120
"216700"	32	25	49	22	39	38
"216701"	5	42	49	42	116	28
"216706"	0	0	0	81	84	95
"216708"	0	0	0	0	0	0
"216710"	0	0	0	0	0	0
"216711"	3	4	11	33	66	37
"216712"	28	60	67	105	236	112
"216716"	2	2	1	18	13	9
"216717"	0	0	0	3	1	1
"216724"	0	0	0	0	0	0
"216727"	8	4	1	216	87	177
"216728"	0	0	0	1	0	0
"216731"	35	56	32	3	16	2
"216732"	1	0	0	0	0	0
"216734"	661	76	69	235	82	17
"216737"	27	34	20	1	0	0
"216739"	31	23	8	1073	1322	1111
"216744"	8	9	5	70	739	199
"216745"	0	0	2	199	221	186
"216753"	0	0	0	24	14	21
"216761"	41	165	670	256	37	67
"216764"	1	1	0	12	20	8
"216767"	100	153	310	167	262	282
"216772"	0	0	0	14	16	17
"216776"	88	54	78	207	212	156
"216777"	60	103	172	131	191	199
"216781"	9	12	22	65	106	88
"216785"	0	0	0	49	63	56
"216790"	0	0	0	1	0	1
"216793"	0	0	0	11	18	18
"216795"	28	82	167	65	67	80
"216797"	2	4	52	293	53	128
"216798"	0	0	0	40	24	33
"216799"	0	0	0	0	0	0
"216800"	44	33	69	59	89	88
"216801"	75	45	61	77	132	105
"216807"	0	0	0	0	0	0
"216809"	245	453	164	110	194	135
"216811"	781	861	843	748	499	583
"216821"	21	81	191	445	399	301
"216822"	503	379	261	154	119	281
"216824"	14	45	63	66	111	181
"216825"	1	0	1	6	20	6
"216826"	0	0	0	67	216	104
"216834"	0	0	1	14	81	60
"216835"	55	76	119	117	219	178
"216839"	4	2	5	11	26	17
"216840"	0	0	0	30	43	24
"216843"	70	36	42	78	54	57
"216846"	8	1	16	81	67	17
"216856"	39	20	25	86	146	93
"216860"	70	35	55	72	114	91
"216861"	0	0	0	0	0	0
"216877"	14	13	26	71	104	81
"216881"	0	0	0	0	1	0
"216902"	2	2	2	195	304	324
"216904"	52	116	142	225	450	244
"216905"	291	63	74	254	204	232
"216908"	2	69	30	966	1875	1534
"216909"	11	10	23	40	68	114
"216910"	0	1	2	29	50	95
"216911"	0	1	7	0	2	4
"216913"	102	43	24	339	397	252
"216921"	88	89	168	261	513	401
"216933"	5	7	1	89	211	143
"216935"	0	0	0	0	1	1
"216938"	54	33	56	135	166	149
"216941"	17	22	34	94	115	89
"216947"	37	18	51	215	321	304
"216954"	4	2	0	2	9	15
"216961"	48	59	99	435	507	498
"216963"	5	17	78	59	88	66
"216964"	15	5	0	16	28	10
"216968"	0	0	0	0	1	0
"216970"	0	0	0	4	3	5
"216971"	0	0	0	1	4	0
"216975"	0	0	0	7	31	13
"216976"	0	2	0	5	3	2
"216979"	125	25	29	247	215	245
"216982"	0	0	0	10	14	11
"216984"	0	0	0	15	10	13
"216985"	2019	1781	706	2441	1820	1052
"216987"	14	16	19	74	69	72
"216990"	27	18	19	97	143	79
"216997"	195	131	291	942	727	958
"217003"	203	128	206	423	662	333
"217004"	0	0	0	0	0	0
"217008"	15	45	54	6	5	6
"217010"	4	1	1	11	24	19
"217011"	0	0	0	0	0	0
"217012"	0	1	0	0	0	0
"217020"	2	0	1	32	18	15
"217021"	23	18	10	3	6	3
"217022"	36	39	22	50	93	72
"217025"	22	19	12	43	63	33
"217027"	11	96	124	294	664	473
"217031"	18	25	27	6	4	0
"217035"	16	90	97	35	25	219
"217037"	10	55	27	3	3	0
"217038"	29	43	118	65	145	118
"217040"	1	1	1	1	1	0
"217042"	0	0	0	0	0	0
"217049"	10	2	5	34	13	14
"217051"	1318	389	82	12	28	11
"217052"	1	0	3	0	0	0
"217054"	791	84	196	402	636	240
"217058"	0	0	1	0	1	1
"217059"	37	36	50	74	122	91
"217060"	0	0	0	0	0	0
"217074"	270	196	283	238	488	214
"217075"	20	29	32	58	80	66
"217082"	256	169	172	20	26	21
"217084"	28	13	8	133	190	125
"217085"	17	20	25	10	9	15
"217086"	141	83	217	216	167	270
"217087"	0	0	0	3	10	19
"217091"	5	1	0	15	49	12
"217101"	25	69	63	11	12	8
"217103"	3	18	31	4	3	3
"217106"	0	0	0	1	0	0
"217114"	86	579	1961	2	0	2
"217122"	33	22	38	65	83	81
"217123"	54	39	37	99	74	49
"217127"	151	133	276	28	69	153
"217128"	23	19	20	407	317	332
"217133"	15	97	266	426	203	364
"217142"	282	162	342	251	306	202
"217143"	122	110	0	391	241	276
"217147"	0	0	0	0	0	0
"217148"	17	32	60	40	71	46
"217155"	647	527	403	1	1	1
"217158"	0	0	0	0	0	0
"217162"	13	12	12	74	111	10
"217163"	3	6	9	73	102	35
"217164"	19	10	17	37	46	30
"217165"	39	21	22	65	81	38
"217176"	0	0	0	62	93	60
"217177"	38	87	90	174	323	263
"217182"	0	0	2	230	172	208
"217195"	51	113	326	485	571	486
"217198"	1774	180	16	10	0	4
"217202"	0	1	3	14	16	9
"217210"	14	37	69	492	333	519
"217217"	0	0	0	23	62	28
"217219"	32	36	73	126	188	143
"217224"	33	11	6	88	106	61
"217229"	2	5	7	19	36	50
"217232"	13	22	74	190	144	168
"217233"	1	5	0	0	0	0
"217235"	4	4	10	50	84	50
"217236"	0	0	0	0	0	0
"217240"	44	22	35	30	38	37
"217242"	21	37	32	108	203	146
"217244"	89	44	40	143	110	81
"217245"	0	0	0	64	157	113
"217249"	35	293	629	76	40	42
"217250"	8	15	26	40	84	43
"217251"	8	9	19	20	30	34
"217262"	0	0	3	55	194	108
"217267"	28	18	23	118	158	80
"217269"	12	47	43	1	0	2
"217273"	5	18	53	54	63	54
"217278"	27	113	145	96	181	195
"217280"	31	5	33	9	25	17
"217281"	10	32	36	32	131	40
"217285"	5	8	33	165	124	164
"217293"	13	48	76	64	49	116
"217295"	54	791	1213	666	1358	721
"217298"	5	4	7	3	2	0
"217301"	0	0	0	1	1	0
"217308"	59	22	19	103	47	79
"217311"	10	0	15	5371	11356	4651
"217312"	30	29	56	87	192	180
"217317"	266	257	309	428	1207	764
"217319"	0	0	0	0	3	2
"217334"	58	28	33	177	257	175
"217340"	22	133	1240	1010	82	612
"217342"	0	0	0	0	0	0
"217343"	3	16	45	46	43	38
"217344"	182	145	178	579	513	440
"217346"	2	1	2	0	0	0
"217347"	242	167	74	137	188	136
"217352"	13	69	59	7	9	2
"217354"	118	36	82	154	212	217
"217356"	2	0	1	0	0	2
"217358"	161	82	197	290	309	255
"217359"	58	20	41	121	172	91
"217370"	1	3	1	29	49	35
"217376"	13	17	16	62	75	50
"217379"	3	4	8	13	9	9
"217381"	132	229	174	0	0	1
"217382"	29	28	42	30	53	32
"217386"	1	8	8	0	0	0
"217387"	0	0	0	1	6	13
"217392"	21	20	16	139	116	74
"217395"	73	19	9	3	12	4
"217396"	26	19	29	21	102	29
"217400"	0	0	0	0	0	0
"217401"	0	0	0	64	28	23
"217402"	322	253	435	266	362	424
"217403"	102	102	157	0	0	1
"217404"	0	0	0	0	0	0
"217405"	3	1	2	0	0	0
"217411"	0	0	0	1	0	0
"217412"	45	188	143	290	479	305
"217413"	13	4	6	257	80	50
"217414"	12	1	4	20	12	17
"217417"	0	0	0	0	0	1
"217426"	19	13	17	262	300	172
"217429"	2	10	31	12	13	12
"217430"	0	8	16	3	3	5
"217441"	4	31	88	389	715	507
"217449"	0	1	0	0	0	0
"217451"	1080	741	877	199	246	192
"217452"	680	414	425	101	101	80
"217453"	0	0	0	0	1	1
"217455"	0	0	0	0	0	0
"217464"	26	42	59	117	207	159
"217474"	1409	878	259	1008	432	481
"217475"	36	116	236	199	288	277
"217487"	0	0	0	3	6	6
"217488"	0	0	1	4	9	7
"217489"	23	39	88	3	0	3
"217497"	92	43	47	224	106	105
"217509"	2	0	0	0	0	0
"217510"	94	20	6	25	11	8
"217521"	8	5	3	62	74	105
"217522"	0	0	1	57	52	103
"217526"	2	0	0	0	0	0
"217537"	4035	3591	1956	2165	743	1114
"217541"	5	9	17	37	22	18
"217551"	4	4	13	18	32	38
"217561"	549	556	703	306	636	405
"217562"	52	93	183	223	542	329
"217563"	15	27	51	115	286	184
"217567"	0	1	0	98	148	114
"217579"	29	39	79	81	151	89
"217596"	0	0	0	47	86	32
"217599"	6	4	4	8	9	6
"217607"	183	141	111	154	90	99
"217609"	0	1	0	0	0	0
"217618"	1	0	0	0	4	1
"217619"	0	0	2	101	264	159
"217625"	6	1	3	17	9	9
"217630"	2126	604	544	3	2	1
"217631"	139	83	72	20	271	149
"217645"	0	2	0	0	1	5
"217646"	79	45	139	51	60	32
"217648"	37	33	78	677	537	466
"217649"	0	0	0	0	2	2
"217656"	0	0	0	0	0	0
"217657"	0	0	0	1	1	0
"217660"	304	500	589	372	352	758
"217661"	171	164	167	1618	1648	1184
"217667"	709	247	352	636	514	495
"217668"	753	381	217	512	716	509
"217672"	38	24	71	73	73	80
"217680"	228	186	235	251	362	237
"217682"	5	4	11	767	1758	2138
"217685"	133	44	38	81	169	83
"217694"	697	2128	4759	643	2033	822
"217700"	366	1420	1461	31	38	44
"217716"	8	10	12	50	100	41
"217729"	4	1	0	9	32	6
"217733"	6	4	9	28	39	33
"217738"	107	230	340	216	300	268
"217739"	94	28	28	127	201	96
"217742"	16	12	18	5	7	15
"217743"	1	0	5	46	15	53
"217753"	0	1	0	0	0	2
"217754"	0	3	0	0	7	1
"217757"	0	0	1	60	57	72
"217758"	0	0	1	60	86	113
"217768"	147	82	59	156	184	103
"217769"	10	16	24	124	147	83
"217780"	35	28	32	129	137	147
"217786"	60	62	103	168	260	236
"217787"	0	0	0	1	0	0
"217790"	6	13	11	148	123	79
"217795"	1	1	0	134	201	95
"217796"	1	0	1	171	216	114
"217797"	16	17	17	62	138	73
"217799"	0	0	0	0	0	0
"217815"	6	76	50	52	64	39
"217821"	0	0	1	24	12	4
"217836"	43	11	13	37	69	10
"217837"	864	269	299	842	792	667
"217839"	0	0	0	0	0	0
"217842"	235	215	179	154	268	280
"217843"	12	14	29	86	95	97
"217844"	142	63	77	158	153	127
"217851"	42	18	46	232	175	430
"217857"	571	710	421	363	627	347
"217861"	1	0	0	11	9	12
"217867"	68	25	34	127	135	111
"217870"	213	712	582	76	134	60
"217873"	18	65	128	454	497	346
"217875"	33	82	71	214	346	303
"217876"	0	0	0	0	1	0
"217877"	277	814	998	30	33	19
"217878"	34	18	32	63	43	18
"217892"	36	81	111	358	293	591
"217893"	0	0	0	14	17	31
"217900"	537	206	136	644	609	355
"217901"	0	5	2	18	32	14
"217905"	9	3	0	262	230	272
"217908"	154	80	128	139	224	140
"217910"	65	30	43	10	40	22
"217912"	8	0	6	41	48	36
"217914"	74	32	36	105	196	42
"217922"	13	21	13	84	164	115
"217923"	5	4	2	19	28	34
"217924"	4191	94	1	88	67	38
"217925"	2	1	1	109	150	181
"217926"	158	56	38	19	32	29
"217929"	0	0	0	1	0	1
"217933"	6	6	6	45	63	50
"217946"	16	14	41	86	131	91
"217947"	16	2	8	37	46	29
"217950"	36	30	16	86	147	86
"217955"	0	0	0	21	16	8
"217957"	0	2	0	1	2	2
"217958"	2	13	12	26	10	10
"217959"	0	0	0	3	1	6
"217961"	5	15	33	30	39	23
"217966"	554	125	141	258	157	191
"217969"	74	62	68	246	190	254
"217970"	11	7	7	31	47	28
"217971"	50	81	151	55	82	113
"217979"	6	10	12	8	35	20
"217986"	36	39	48	60	78	63
"217991"	46	126	353	66	101	100
"217994"	9	2	10	17	21	18
"217995"	6	6	0	0	0	0
"217997"	0	0	0	0	0	1
"218002"	2	1	0	0	0	5
"218004"	0	0	0	13	32	17
"218005"	51	152	86	261	312	318
"218015"	8	7	6	35	54	35
"218022"	2	2	0	5	5	2
"218032"	119	86	75	296	394	307
"218037"	198	156	234	781	804	739
"218042"	370	278	1053	1753	442	420
"218048"	225	217	107	39	79	46
"218054"	0	0	0	1	3	5
"218063"	1	20	25	39	58	103
"218068"	24	6	41	200	216	261
"218072"	0	0	2	31	73	75
"218075"	15	33	38	25	63	34
"218076"	15	37	46	51	57	33
"218077"	0	0	0	11	7	18
"218080"	4	0	5	1308	1742	1209
"218087"	3198	13753	14590	3921	3127	6948
"218088"	275	454	370	478	693	512
"218090"	35	44	55	141	250	183
"218091"	204	138	178	220	321	301
"218094"	4	5	5	33	55	15
"218098"	26	4	10	151	295	172
"218105"	3	0	1	0	0	0
"218107"	2	11	9	23	40	52
"218116"	0	0	0	98	160	102
"218117"	0	0	0	5	2	4
"218122"	1	10	15	24	43	40
"218123"	1	0	0	5	0	0
"218125"	0	0	0	0	0	0
"218134"	4	1	3	11	32	13
"218135"	0	0	1	0	0	1
"218137"	6	24	36	1	0	0
"218138"	30	65	82	51	110	70
"218141"	93	1	1	0	0	1
"218149"	68	117	71	64	94	41
"218150"	594	588	252	67	72	14
"218152"	6	17	40	67	59	64
"218153"	0	0	4	1232	479	821
"218158"	8	2	8	23	47	10
"218159"	23	15	10	0	0	0
"218164"	49	35	51	66	122	91
"218168"	0	0	0	1	1	2
"218177"	306	171	95	333	267	199
"218186"	2	3	1	74	115	101
"218188"	9	1	6	41	77	45
"218194"	5	36	41	1	1	2
"218200"	3	1	7	879	2150	1137
"218201"	1	13	19	12	6	23
"218204"	59	23	44	342	519	468
"218205"	56	22	34	126	143	135
"218208"	0	0	0	20	14	5
"218210"	0	0	0	0	0	2
"218215"	0	0	1	1	2	2
"218218"	151	55	75	110	102	106
"218221"	0	1	0	18	23	21
"218222"	49	109	378	108	117	87
"218226"	1	3	0	0	3	3
"218228"	55	90	78	259	534	314
"218240"	15	17	20	15	26	26
"218241"	0	0	0	20	45	21
"218244"	0	0	2	563	1359	1015
"218253"	0	0	0	1	0	4
"218258"	353	132	150	209	279	228
"218263"	59	144	349	180	272	230
"218272"	0	0	1	0	0	0
"218273"	3	2	2	4	7	6
"218280"	0	0	0	0	0	0
"218282"	0	1	0	0	1	2
"218284"	0	0	1	0	7	1
"218286"	162	220	48	86	141	38
"218288"	50	8	7	16	39	36
"218294"	168	90	38	49	53	43
"218295"	0	0	1	38	133	71
"218298"	1199	689	472	1019	1091	1065
"218301"	0	3	0	0	1	1
"218309"	1	0	3	18	18	17
"218312"	66	143	192	411	689	391
"218313"	428	1858	1137	1125	4338	2394
"218314"	0	0	0	8	15	28
"218318"	3	5	3	20	54	15
"218320"	18	31	57	51	85	73
"218321"	15	8	20	166	143	100
"218322"	3	2	7	8	9	20
"218324"	0	0	0	0	0	1
"218325"	12	8	8	63	72	96
"218328"	25	72	294	257	189	189
"218336"	732	202	129	24	187	33
"218337"	24	152	272	2	3	10
"218338"	8	10	12	5	12	6
"218340"	2	0	0	11	10	18
"218343"	62	201	157	19	24	14
"218345"	17	24	16	74	158	110
"218347"	237	326	127	1204	1118	1080
"218353"	36	90	111	197	150	345
"218354"	130	5	15	103	100	58
"218358"	79	106	199	117	201	122
"218359"	47	67	78	102	175	103
"218364"	39	20	28	59	127	73
"218365"	9	4	2	347	484	485
"218376"	300	104	49	25	71	16
"218380"	55	24	44	150	201	138
"218385"	22	18	31	28	50	25
"218386"	3	0	0	0	0	0
"218399"	0	0	0	7	2	8
"218407"	61	64	75	78	185	90
"218408"	32	48	60	82	152	80
"218410"	228	330	573	530	761	660
"218411"	6	4	6	16	26	19
"218427"	19	2	4	76	149	121
"218438"	1812	958	485	2825	1587	2041
"218439"	53	3	1	56	117	57
"218441"	58	35	93	97	130	114
"218443"	805	758	366	1515	1586	988
"218445"	4	5	15	0	0	0
"218452"	1	3	1	141	187	196
"218455"	74	97	248	194	285	540
"218458"	0	0	0	121	289	109
"218459"	47	90	125	84	311	128
"218460"	49	54	50	51	64	61
"218461"	0	0	0	24	20	24
"218463"	1200	450	703	1250	1144	943
"218471"	68	71	323	345	232	382
"218474"	1346	568	319	389	221	184
"218475"	1	0	0	82	206	123
"218476"	0	0	0	34	90	72
"218477"	0	0	0	0	1	0
"218485"	0	0	0	1	1	0
"218490"	27	30	33	76	148	77
"218491"	33	38	38	30	57	17
"218494"	0	0	2	88	59	67
"218501"	340	9	0	1	0	0
"218503"	0	0	0	0	0	0
"218512"	0	0	2	13	15	17
"218517"	0	0	0	5	6	7
"218518"	52	45	46	74	137	110
"218519"	9	9	12	14	29	29
"218522"	100	24	27	60	45	48
"218525"	21	22	40	51	89	84
"218529"	107	135	181	111	84	137
"218530"	1	3	13	35	75	59
"218538"	1	1	1	6	34	58
"218548"	3	14	34	151	293	318
"218555"	73	26	70	76	101	132
"218558"	26	28	55	126	213	113
"218566"	30	8	14	25	83	23
"218567"	69	17	49	39	203	54
"218568"	167	67	167	113	426	131
"218569"	310	119	60	489	313	252
"218577"	8	6	18	34	79	40
"218580"	15	4	7	96	91	59
"218592"	84	31	26	86	126	121
"218600"	120	64	103	100	99	57
"218602"	0	0	0	0	0	0
"218605"	19	68	37	0	0	4
"218617"	71	66	119	194	330	219
"218624"	702	504	794	390	256	192
"218628"	5	9	14	13	8	11
"218629"	64	17	44	37	74	57
"218631"	334	462	899	1286	1395	1399
"218632"	28	152	245	355	682	705
"218633"	33	17	49	345	220	276
"218635"	7	8	19	34	29	38
"218642"	22	25	23	6	17	9
"218648"	0	0	0	0	0	0
"218658"	0	0	0	0	1	0
"218662"	129	127	103	613	519	496
"218669"	0	1	1	38	44	18
"218671"	59	57	135	650	560	594
"218673"	8	24	34	88	122	65
"218675"	38	98	47	44	46	41
"218676"	12	49	28	13	13	11
"218678"	5	6	5	17	25	15
"218682"	2	6	6	2	4	4
"218686"	49	28	57	492	326	493
"218690"	973	583	81	253	161	63
"218695"	48	17	26	47	88	75
"218702"	1	0	2	23	46	7
"218704"	0	0	1	0	0	0
"218706"	12	27	45	217	365	205
"218711"	118	57	156	396	333	352
"218713"	18	49	23	153	261	338
"218715"	70	67	124	58	69	138
"218716"	67	76	141	83	82	186
"218736"	11	55	119	70	84	89
"218737"	4	0	1	24	84	16
"218745"	82	74	84	260	89	266
"218749"	0	0	0	1	0	1
"218752"	56	16	13	0	0	0
"218760"	0	0	0	6	5	3
"218761"	174	185	115	182	110	151
"218762"	0	0	0	0	0	3
"218764"	280	134	74	230	245	198
"218766"	16	212	319	119	426	366
"218767"	17	10	11	27	19	17
"218768"	2	1	2	25	21	29
"218769"	6	5	2	62	100	49
"218770"	55	75	176	476	296	441
"218775"	2040	1973	1183	2296	3424	4067
"218779"	5	0	2	22	50	54
"218780"	32	22	55	79	111	204
"218781"	217	156	131	88	84	104
"218790"	0	0	0	0	3	2
"218791"	0	7	3	10	45	7
"218793"	11	5	8	22	17	18
"218795"	0	0	0	0	2	4
"218796"	3022	222	266	3128	1513	1891
"218801"	117	40	36	39	58	29
"218803"	22	34	71	56	166	113
"218810"	7	0	6	38	127	25
"218815"	15	73	163	14	34	12
"218819"	0	1	0	7	2	0
"218821"	41	9	12	45	131	35
"218827"	101	69	63	177	118	187
"218829"	9	32	26	17	35	138
"218831"	2	25	7	41	58	43
"218834"	0	0	0	4	6	6
"218835"	23	59	51	320	143	169
"218837"	45	148	192	492	244	330
"218839"	0	1	0	14	20	3
"218846"	0	1	0	72	117	107
"218847"	531	132	99	371	100	154
"218850"	740	439	286	923	298	353
"218860"	2	3	3	16	8	21
"218866"	0	0	0	0	0	0
"218872"	27	65	97	125	211	153
"218906"	25	27	58	90	212	148
"218918"	3	3	5	5	3	2
"218927"	0	2	2	301	677	861
"218933"	0	0	0	37	77	136
"218935"	6	5	0	140	65	72
"218945"	6	0	2	35	44	25
"218955"	30	13	17	26	52	49
"218958"	85	152	237	99	150	94
"218961"	0	0	0	4	1	5
"218964"	377	212	109	327	484	574
"218976"	1085	1656	891	459	613	550
"218978"	0	0	0	51	63	49
"218987"	1065	1016	451	846	444	770
"218988"	187	176	387	201	228	208
"218998"	47	32	31	267	216	242
"218999"	37	27	35	90	147	70
"219003"	3	9	5	5	12	5
"219013"	42	39	46	0	0	0
"219015"	1	1	1	24	33	36
"219019"	27	89	54	147	782	276
"219032"	32	33	15	55	68	73
"219033"	7	6	4	0	0	0
"219034"	0	0	0	1	0	0
"219037"	2	4	4	0	2	3
"219045"	6	2	8	57	76	70
"219046"	14	6	14	74	36	35
"219047"	34	6	19	93	59	92
"219061"	6	6	7	84	147	119
"219064"	87	327	791	397	595	519
"219066"	36	49	60	304	364	324
"219068"	288	559	906	380	912	317
"219072"	0	0	0	1	1	1
"219073"	1	0	0	0	0	0
"219079"	9	23	45	39	49	36
"219081"	258	622	499	1	1	0
"219082"	42	51	84	116	198	149
"219083"	13	6	44	23	26	40
"219116"	2	0	1	235	364	90
"219119"	47	65	54	71	26	34
"219120"	40	63	77	184	113	86
"219128"	4	6	12	7	34	33
"219135"	39	42	45	97	144	146
"219136"	51	57	80	119	148	78
"219138"	0	1	0	0	0	0
"219139"	55	0	2	22	7	2
"219143"	234	211	172	256	432	274
"219145"	23	23	25	186	381	313
"219147"	62	43	48	48	109	74
"219148"	20	15	10	42	70	73
"219155"	7	4	10	16	21	26
"219163"	158	57	79	138	143	147
"219166"	1	0	0	0	2	6
"219170"	33	11	19	18	97	99
"219172"	3670	2226	623	205	707	207
