ID	EH1516A	EH1516C	EH1516D	EH217A	EH217C	EH217D
"457892"	45	47	75	142	176	183
"457895"	28	233	230	355	593	690
"457898"	18455	28124	18984	5216	3254	3331
"457899"	6	8	14	73	117	59
"457900"	152	155	145	55	132	66
"457905"	41	354	665	285	366	312
"457907"	125	155	230	214	218	170
"457911"	66	41	58	34	134	54
"457919"	83	161	80	497	599	729
"457922"	666	507	814	1541	633	1044
"457924"	2671	616	367	1849	952	889
"457927"	387	207	332	298	394	266
"457930"	5	11	21	46	53	37
"457933"	106	51	82	46	136	59
"457934"	188	59	82	243	307	351
"457938"	34	6	26	91	95	64
"457941"	38	23	59	72	64	69
"457943"	8	6	14	45	54	41
"457948"	179	137	286	165	248	199
"457949"	521	600	521	160	118	188
"457950"	28	27	36	6	16	10
"457951"	125	48	124	183	104	91
"457955"	547	255	310	72	193	76
"457956"	243	303	369	178	204	203
"457958"	2840	7409	7268	4073	2670	5578
"45796"	40	150	160	656	620	510
"457966"	79	63	111	246	179	92
"457972"	106	234	459	175	319	362
"457974"	10	3	2	41	53	52
"457978"	22	73	157	43	56	53
"457979"	93	236	384	152	175	136
"457982"	98	113	237	88	150	84
"457987"	146	167	223	177	266	266
"457990"	655	687	714	219	236	177
"457991"	16	68	78	0	0	0
"457996"	1	45	77	1	0	1
"458001"	592	207	421	782	1172	781
"458003"	755	227	143	396	556	292
"458005"	220	443	401	590	1013	680
"458008"	175	165	253	292	464	373
"458018"	79	39	68	76	48	52
"458023"	140	124	98	45	73	69
"458026"	46	86	144	148	208	297
"458027"	1341	841	784	89	106	110
"458028"	969	455	363	37	55	86
"458031"	162	130	77	1866	1676	1651
"458032"	16	26	26	39	65	59
"458033"	73	137	139	280	403	364
"458034"	11	49	60	15	21	26
"458036"	60	13	38	279	149	151
"458050"	179	75	75	130	165	137
"458054"	137	164	352	437	258	347
"458062"	69	235	357	219	213	171
"458065"	3450	3754	3570	1109	731	924
"458067"	3	24	29	29	65	80
"458070"	461	1703	1937	4	1	0
"458072"	767	1898	1724	794	741	934
"458073"	13	9	23	225	277	346
"458076"	3	26	26	28	53	58
"458080"	9	10	6	108	127	166
"458081"	2277	5105	6456	7514	20211	13379
"458082"	1580	731	813	2319	1829	1232
"458083"	111	141	191	81	135	82
"458094"	21	24	59	73	104	71
"458098"	50	66	140	101	382	131
"458099"	1558	4645	2691	36	226	81
"458101"	104	218	72	234	544	124
"458102"	455	338	426	1007	1488	958
"458106"	0	3	0	0	1	1
"458108"	144	159	191	39	82	48
"458113"	75	171	259	70	153	144
"458120"	780	305	222	0	0	0
"458121"	32	149	458	318	252	217
"458122"	420	1104	1352	1087	1817	1754
"458123"	7	25	40	30	41	18
"458124"	13	5	13	52	59	82
"458126"	210	341	448	575	751	695
"458127"	9	6	18	124	204	88
"458128"	124	193	253	472	712	598
"458131"	722	934	646	1467	1717	1748
"458132"	1289	956	1526	650	1251	729
"458134"	96	139	358	272	397	522
"458138"	1060	766	604	2986	2624	2393
"458139"	289	104	32	830	355	769
"45814"	43	125	167	501	468	356
"458141"	43	47	51	169	147	159
"458145"	14186	2324	449	17869	3766	7589
"458148"	35	163	631	665	277	476
"458149"	8	33	31	0	1	0
"458150"	409	720	585	1491	4791	1406
"458151"	518	395	701	1795	1100	1125
"458166"	93	155	80	42	87	44
"458167"	4	2	6	32	60	29
"458175"	5	3	2	1	1	0
"458178"	22	88	85	8	11	2
"458179"	260	45	48	128	165	104
"458187"	913	1042	2512	880	768	747
"458188"	8610	2903	1388	4066	1605	1515
"458191"	92	104	213	167	208	291
"458192"	508	93	45	100	64	54
"458200"	12	9	13	17	41	10
"458202"	28	197	418	211	1066	670
"458207"	73	249	213	119	155	260
"458211"	42	59	116	204	406	70
"458212"	17	100	208	85	134	84
"458217"	2	18	12	7	18	35
"458221"	2	10	2	2	0	1
"458223"	118	97	142	49	116	69
"458224"	121	114	189	24	69	43
"458235"	133	391	430	592	828	806
"458239"	6	16	19	5	25	31
"458246"	198	131	180	571	771	507
"458248"	181	132	139	531	462	618
"458250"	50	15	20	55	73	56
"458251"	0	0	0	44	61	60
"458255"	51	76	80	85	196	108
"458259"	3637	4874	4692	1005	598	1159
"458264"	327	107	49	507	368	239
"458270"	1415	573	514	2372	2942	2131
"458272"	94	52	56	850	456	355
"458275"	125	133	202	115	122	139
"458277"	267	158	224	329	307	246
"458278"	159	38	27	102	247	159
"458280"	515	608	585	773	866	718
"458290"	535	179	281	268	366	344
"458296"	61	34	64	103	168	139
"458297"	7	40	60	364	663	759
"458298"	307	380	324	611	737	738
"458303"	22	96	143	172	285	192
"458304"	877	1299	1197	626	355	590
"458309"	565	362	246	91	121	113
"458314"	2536	5454	3922	3312	2797	3504
"458315"	4	10	20	129	173	141
"458317"	14	6	2	251	466	280
"458321"	0	0	0	58	7	14
"458322"	932	311	361	728	522	557
"458325"	1406	34	5	15	4	2
"458328"	1464	2718	2354	35	50	55
"458330"	334	510	543	8	2	1
"458334"	430	268	186	85	96	114
"458336"	25	86	63	425	212	331
"458337"	445	551	439	224	268	226
"458339"	43	76	100	88	48	68
"458341"	63	71	75	66	41	57
"458342"	13	22	22	73	111	25
"458350"	97	799	1234	86	70	124
"458354"	886	2350	2406	405	216	550
"458357"	6	32	35	20	27	17
"458366"	100	109	191	175	396	282
"458372"	36	32	63	271	213	377
"458392"	230	488	720	751	2204	1449
"458398"	301	215	299	101	113	105
"458399"	37	78	113	92	186	125
"458400"	10337	17869	12119	5816	3937	3637
"458404"	184	358	311	241	129	225
"458405"	12	61	56	62	86	104
"458408"	148	302	465	140	104	149
"458415"	547	766	736	126	278	97
"458417"	106	168	1012	1435	430	837
"458424"	17	3	8	34	73	61
"458431"	1492	7761	7467	2600	1677	3759
"458438"	1761	521	291	242	73	68
"458442"	244	245	188	404	335	255
"458444"	63	8	24	52	66	49
"458451"	4	18	48	143	119	308
"458452"	40	217	359	3433	3724	9285
"458453"	16	89	158	1298	1444	3711
"458456"	34	67	101	88	114	116
"458457"	88	52	103	257	162	110
"458458"	19	19	19	23	63	31
"458462"	77	137	155	176	284	249
"458464"	63	96	151	177	712	544
"458469"	7	27	8	91	128	64
"458471"	148	226	352	275	191	570
"458474"	400	627	522	97	119	143
"458475"	3	19	30	52	98	69
"458479"	43	36	49	163	184	146
"458481"	892	5008	3120	6043	9175	7448
"458486"	103	90	172	191	180	164
"458487"	239	93	170	176	166	166
"458498"	61	157	240	149	217	201
"458504"	10	74	81	128	141	150
"458507"	4457	589	415	7651	2796	3199
"458508"	1	5	6	28	23	31
"458509"	128	171	475	36	55	41
"458510"	165	190	406	376	352	394
"458515"	142	222	238	325	403	242
"458516"	1	23	55	37	80	49
"458519"	407	533	1596	1	1	0
"458521"	2250	446	365	2704	1387	1754
"458522"	1097	156	117	1134	635	604
"458540"	24	47	54	396	220	416
"458546"	103	250	294	338	501	329
"458558"	95	278	660	1755	932	1002
"458559"	37	20	20	59	69	49
"45856"	85	57	14	113	131	74
"458562"	38	110	157	193	274	434
"458565"	3	5	7	143	98	131
"458569"	519	573	468	733	543	548
"458573"	139	66	117	223	381	256
"458574"	31	148	192	562	699	560
"458582"	182	242	325	586	670	727
"458584"	242	133	62	330	540	449
"458588"	1314	501	305	883	366	391
"458589"	11	29	30	117	131	141
"458590"	15	59	45	143	327	124
"458594"	9662	15435	11397	4453	2992	5210
"458608"	125	271	411	552	1053	330
"458609"	739	383	536	823	1426	961
"458613"	324	313	31	113	635	17
"458616"	93	83	103	295	543	300
"458620"	50	90	132	141	262	145
"458637"	183	125	110	59	81	69
"458646"	13945	23789	23277	6086	5138	8761
"458652"	7	10	53	0	2	0
"458655"	58	26	76	493	367	423
"458656"	60	117	87	164	293	194
"458657"	173	268	282	301	379	444
"458660"	72	33	55	102	137	120
"458661"	64	95	153	126	144	182
"458662"	41	101	139	261	324	274
"458663"	3472	1336	454	1686	259	176
"458671"	261	590	685	504	478	666
"458676"	24535	11474	7100	10676	2304	2955
"458678"	23	34	83	248	290	248
"458688"	32	64	72	325	430	375
"458690"	973	974	709	262	592	164
"458691"	79	224	241	391	514	689
"458695"	13	43	70	34	36	35
"458697"	31	68	147	88	115	148
"458706"	146	333	416	860	1155	1027
"458718"	152	269	429	1091	1234	1057
"458719"	120	140	226	835	886	691
"458727"	272	370	247	696	940	750
"458728"	2801	9190	10505	2196	1030	2282
"458730"	195	215	454	166	289	130
"458739"	145	47	84	62	90	67
"458742"	200	152	259	98	109	151
"458743"	281	206	330	782	837	690
"458744"	695	399	607	242	1112	687
"458746"	605	361	609	229	1134	706
"458748"	189	101	182	167	275	277
"458750"	28	41	58	345	343	468
"458751"	108	46	72	128	217	126
"45876"	70	34	62	137	154	146
"458760"	914	1612	910	2	1	1
"458761"	78	187	145	946	1142	1306
"458764"	189	75	77	376	297	292
"458765"	18	51	98	42	68	65
"45877"	1	1	0	3	2	0
"458776"	50	299	456	265	1521	878
"458777"	58	146	338	277	372	344
"458780"	25	46	107	66	110	89
"458781"	25	24	17	8	20	10
"458783"	409	1035	665	965	1702	1209
"458785"	1092	1447	989	335	390	258
"458787"	243	167	89	90	114	101
"458791"	5014	428	79	1041	625	360
"458792"	26	99	90	10	18	2
"458797"	126	156	316	297	295	318
"458800"	3668	7763	4372	5649	7502	7292
"458801"	683	1675	1452	621	263	629
"458805"	27	31	84	29	27	55
"458810"	0	15	8	282	585	177
"458813"	54	40	104	155	157	143
"458814"	105	72	83	15	10	63
"458815"	45	54	64	92	95	83
"458818"	2568	1550	1382	2369	2689	1523
"458823"	17	25	55	113	167	192
"458828"	51	118	204	92	390	157
"458831"	191	225	284	231	457	380
"458837"	678	442	538	1483	784	1231
"458840"	232	102	68	31	140	39
"458842"	41	11	18	143	96	64
"458848"	24	40	77	43	55	42
"458849"	2711	6200	5300	1984	1500	2551
"458855"	87	291	384	311	351	352
"458856"	163	41	96	319	403	263
"458860"	90	49	93	287	276	124
"458866"	1688	4197	3417	2028	1514	1935
"458871"	219	174	221	358	511	359
"458873"	16	21	18	123	174	180
"458874"	1	8	18	60	36	82
"458875"	1761	30	1	20	15	5
"458879"	99	495	186	658	762	831
"458881"	16	8	21	50	111	61
"458886"	4563	2699	2527	4530	4960	8903
"458887"	175	152	90	315	118	147
"458891"	2099	11083	8113	4	7	0
"458892"	415	276	1167	1566	899	1024
"458904"	310	179	226	740	923	596
"458909"	171	240	282	216	209	330
"458913"	3218	7483	7314	2601	2903	3840
"458914"	9933	3147	2501	13896	7177	7152
"458919"	509	155	83	355	237	181
"458920"	50	30	35	124	66	48
"458921"	330	711	982	213	248	255
"458922"	1160	439	328	257	291	177
"458924"	104	77	62	167	306	185
"458934"	52	19	60	314	333	300
"458938"	9659	8369	6735	8673	6811	10374
"458939"	83	146	343	307	406	271
"458940"	67	83	245	272	342	215
"458943"	144	161	149	0	0	0
"458944"	62	81	122	171	209	134
"458950"	143	113	38	132	185	195
"458951"	707	232	298	596	782	800
"458952"	4	33	91	50	72	82
"458953"	73	77	127	12	29	9
"458954"	1108	1663	3647	664	641	932
"458955"	6	38	41	65	89	328
"458956"	1621	506	463	971	774	600
"458958"	1111	21	9	27	28	23
"458959"	28	65	200	145	161	271
"458969"	1	0	0	0	6	0
"458976"	405	270	120	337	752	211
"458978"	16	36	78	104	154	129
"458979"	44	101	216	246	268	308
"458981"	150	140	168	146	329	177
"458983"	1516	1249	627	1237	1227	1451
"458987"	9	44	58	68	140	60
"458990"	51	158	217	185	273	338
"458992"	86	192	348	265	374	357
"458993"	46	83	144	148	208	209
"458995"	123	49	88	120	152	123
"458996"	3572	1049	1868	1892	1433	907
"458997"	1940	1322	690	2147	1872	1256
"458999"	60	115	127	241	300	318
"45900"	1	0	0	0	0	0
"459003"	337	127	69	134	206	186
"459007"	20	87	128	1567	1729	4143
"459017"	36	136	211	157	152	128
"45902"	5	11	8	16	19	18
"459022"	250	345	557	576	848	709
"459025"	57	72	134	2	0	1
"459029"	196	79	77	493	463	366
"459039"	62	5	19	8	20	2
"459047"	1969	1734	1276	2478	2615	2290
"459049"	2041	5893	5841	2678	1814	3930
"45905"	72	36	39	229	304	183
"459051"	1090	454	410	864	1073	707
"459056"	55	416	637	650	463	700
"459059"	91	47	42	35	79	40
"459060"	43	91	201	197	317	359
"459061"	45	33	67	58	79	87
"459064"	394	1317	2909	2296	4700	2492
"459070"	32	46	95	47	66	52
"459071"	56	113	128	87	71	77
"459073"	18	23	74	18	20	18
"459074"	1639	60	40	62	10	10
"459079"	26	36	42	37	54	61
"459080"	0	2	0	57	75	50
"459089"	1495	170	172	770	271	415
"459090"	15	33	91	42	62	71
"459094"	795	664	508	3908	1644	3498
"459102"	30	183	167	141	126	346
"459103"	20	48	41	149	311	164
"459106"	120	216	357	458	605	442
"459108"	320	86	113	132	117	99
"459109"	306	197	225	1720	790	1807
"459110"	20	31	37	19	27	48
"459114"	851	657	524	240	199	252
"45912"	1515	64	10	482	11	11
"459127"	900	1778	1395	1355	982	1598
"45914"	2	7	14	38	44	35
"459143"	1246	378	293	51	45	10
"459144"	10	12	19	379	390	586
"459148"	1110	305	641	1025	836	564
"459149"	164	120	28	57	268	59
"459150"	549	1513	869	1206	2424	2158
"459151"	1115	255	195	353	427	208
"459155"	342	1037	1569	130	254	262
"459158"	38	155	88	85	192	119
"459161"	6	23	34	9	19	36
"459165"	1073	613	430	1108	966	618
"459170"	3404	2311	1920	2055	1212	2084
"459172"	3901	3109	1724	4718	3184	3533
"459177"	29	74	199	0	0	0
"459183"	491	155	65	10	36	5
"459187"	659	463	365	568	355	504
"459189"	6330	9544	9674	5603	2797	4877
"459192"	3074	3154	2124	2441	769	1415
"459203"	70	49	103	221	201	197
"459206"	153	27	90	164	158	115
"459209"	209	101	67	215	166	123
"459213"	2274	2977	1519	2446	853	1229
"459215"	115	71	52	126	145	128
"459226"	79	27	58	335	281	243
"459227"	1789	576	617	777	1061	505
"459228"	2	9	11	46	38	60
"459230"	64	43	66	97	185	152
"459231"	245	647	1010	355	621	350
"459240"	39	85	141	129	196	176
"459247"	35	42	44	121	140	156
"459252"	20	51	23	166	203	232
"459259"	16	15	35	2	3	3
"459261"	1	2	7	264	75	116
"459264"	10	10	24	5	2	7
"459269"	817	305	339	801	459	544
"459273"	212	235	483	559	770	688
"459274"	41	24	56	70	106	72
"459279"	369	59	88	151	218	116
"459280"	70	78	245	76	265	127
"459281"	42	100	30	120	42	89
"459284"	209	158	451	155	133	132
"459287"	421	437	580	1035	645	1323
"459288"	84	50	83	112	139	125
"459289"	1314	921	478	930	330	347
"45929"	10	47	21	111	168	94
"459293"	0	0	0	29	27	18
"459295"	267	219	377	60	111	99
"459296"	2	3	13	18	17	13
"459303"	8	13	25	141	217	157
"459304"	6971	28233	28651	9432	6158	11245
"459307"	49	73	142	61	134	120
"459309"	92	364	275	316	735	565
"459313"	38	27	34	32	41	37
"459317"	429	223	319	694	1204	898
"459318"	119	267	403	395	793	239
"459319"	115	96	112	145	134	207
"459334"	29	43	65	110	140	155
"459335"	22	36	44	110	92	123
"459338"	30	45	51	148	311	214
"459346"	47	62	109	274	391	363
"459348"	251	160	245	366	341	482
"459352"	3	0	5	38	50	7
"459357"	29451	16695	12270	21344	15790	12333
"459363"	28	26	44	201	94	199
"459364"	5759	7357	5007	4925	2292	3403
"459368"	284	102	213	786	979	942
"459371"	1928	3895	4215	5	9	5
"459372"	57	55	40	43	49	47
"459378"	876	801	730	1943	691	1335
"459379"	1650	952	529	2069	1330	1234
"459384"	14	4	16	86	119	102
"459390"	1754	3572	3103	1979	1409	2168
"459396"	30	55	71	138	250	171
"459397"	43	23	29	347	337	308
"459399"	30	6	0	4	26	3
"459404"	0	0	0	2	4	4
"459406"	55	174	95	101	334	232
"459409"	1273	497	162	429	999	557
"459411"	67	129	62	198	271	197
"459412"	550	401	506	1067	2290	1497
"459414"	231	229	210	88	253	73
"459420"	442	141	249	208	247	269
"459428"	4289	1966	1923	772	1808	1503
"459434"	12	30	16	36	28	168
"459436"	825	450	197	580	343	317
"459441"	1084	1408	1195	918	847	1411
"459442"	1048	568	493	2985	1589	1952
"459443"	20	18	37	16	27	21
"459461"	227	800	1170	682	1789	978
"459465"	182	10	21	201	101	64
"459471"	4	15	8	14	79	84
"459473"	18	12	15	222	334	208
"459474"	116	116	197	219	340	382
"459476"	6675	1547	445	1435	511	368
"459477"	169	165	285	947	2031	1371
"459483"	24	51	67	94	92	122
"459485"	14	13	20	63	86	89
"459487"	135	72	144	192	269	188
"459489"	86	97	149	229	329	180
"459492"	71	44	51	115	111	71
"459493"	94	76	85	149	149	166
"459496"	224	321	386	32	60	51
"459499"	692	4	2	329	128	67
"459502"	93	54	78	141	92	79
"459514"	1331	1601	4193	1990	983	6064
"459515"	2260	2161	352	1554	520	865
"459516"	395	114	101	335	264	149
"459517"	233	238	289	7	16	9
"459523"	55	145	313	172	334	298
"459524"	151	125	183	634	775	715
"459528"	598	1388	1313	877	689	1064
"459530"	5526	4435	2460	5207	2921	3322
"459533"	6918	11550	9620	6209	4519	4887
"459535"	13	6	9	135	217	145
"459546"	3292	974	1039	2448	3144	2325
"459552"	103	120	96	202	145	217
"459558"	126	173	173	232	691	333
"459562"	27	35	38	75	147	100
"459564"	2	9	18	43	37	90
"459566"	805	1156	651	396	691	456
"459573"	100	133	133	160	272	233
"459574"	428	125	108	51	50	64
"459578"	691	537	453	3475	1875	3304
"459589"	38	12	35	22	38	34
"459590"	14	16	14	698	568	608
"459592"	644	822	1062	320	198	423
"459593"	1038	1424	1607	471	280	591
"459594"	982	1490	1714	635	396	770
"459595"	12	0	3	44	62	68
"459600"	991	834	2407	9	5	6
"459601"	4809	18597	16534	11276	37244	22225
"459610"	89	23	28	107	141	74
"459613"	92	116	208	124	213	168
"459619"	14	13	22	43	60	54
"459620"	89	92	127	94	106	83
"459621"	97	136	354	234	264	251
"459623"	12	11	24	50	82	65
"459626"	70	33	46	1150	765	750
"459627"	743	433	555	235	196	177
"459632"	70	32	56	102	93	88
"459634"	14	30	53	126	139	109
"459635"	4954	1150	653	1604	1217	648
"459644"	516	1463	1633	254	226	174
"459646"	231	216	234	121	243	195
"459654"	137	8	3	0	0	0
"459656"	13	18	52	62	94	92
"459657"	357	109	107	111	174	152
"459660"	14	19	28	62	86	64
"459662"	51	126	153	181	202	273
"459670"	1102	432	407	2201	1908	1966
"459672"	395	442	355	591	615	755
"459681"	1448	953	705	266	174	152
"459685"	18	16	48	25	47	43
"459686"	0	0	0	3	2	4
"459688"	208	91	109	169	194	174
"45969"	0	0	0	1	0	0
"459699"	6	23	21	58	79	79
"459700"	47	11	2	2	6	4
"459707"	579	2562	4687	4136	6588	3464
"459713"	8	20	42	22	40	39
"459714"	22	63	89	47	53	84
"459716"	3084	5627	5359	2290	1872	2397
"459720"	107	138	196	92	182	176
"459725"	32	103	121	117	111	138
"459727"	907	3019	3617	121	33	162
"459728"	177	89	64	29	24	31
"459734"	874	6365	4315	5084	8793	9508
"459736"	436	1659	1922	777	2488	3650
"459742"	13	25	45	98	165	98
"459747"	5	23	18	794	448	522
"459758"	277	181	470	174	303	213
"459759"	29	25	45	73	89	63
"459761"	83	171	312	243	482	310
"459770"	1	69	109	1	0	0
"459771"	93	65	90	44	78	39
"459779"	259	271	434	171	206	228
"459781"	69	79	136	156	188	165
"459782"	30	32	40	50	70	59
"459783"	1050	568	493	2984	1591	1953
"459784"	169	108	283	123	177	148
"459785"	47	50	143	29	18	20
"459788"	26	94	137	37	25	49
"459804"	122	109	484	764	438	732
"459805"	51	130	214	175	387	264
"459808"	203	155	164	278	506	436
"459809"	350	408	240	611	1051	567
"459815"	283	173	176	541	428	473
"459817"	672	273	167	418	706	524
"459818"	2	5	4	72	33	44
"459819"	9	24	48	126	427	307
"459821"	19	20	20	42	84	78
"459824"	1063	377	288	363	256	184
"459830"	15	19	25	61	169	76
"459833"	92	18	12	57	75	60
"459834"	61	171	324	485	1149	1096
"459844"	16	22	52	52	99	81
"459846"	81	64	125	283	300	284
"45985"	110	54	27	97	119	130
"459851"	40	72	135	217	316	366
"459854"	797	614	888	307	1029	350
"459857"	156	53	61	1923	1739	2450
"459858"	7	12	4	117	153	63
"459859"	44	51	166	117	358	164
"459866"	37	81	133	49	101	75
"459870"	2430	3103	3264	4893	6342	4014
"459872"	222	1009	1434	131	73	129
"459873"	5686	8030	2827	2478	6283	6369
"459877"	106	97	145	163	248	191
"459881"	292	583	373	195	314	531
"459883"	69	136	164	160	232	125
"459895"	66	57	56	74	83	88
"459905"	297	86	80	419	169	167
"459906"	330	2192	3437	3231	16922	8558
"45991"	30	32	59	125	198	132
"459910"	2438	11274	13107	1981	2663	6593
"459912"	139	386	649	194	673	255
"459917"	200	79	129	189	149	157
"459923"	1147	697	471	1013	814	590
"459926"	78	62	156	291	468	308
"459930"	243	40	42	149	174	106
"459931"	99	367	496	2046	1594	1330
"459932"	5	12	13	25	40	19
"459933"	263	78	93	187	209	162
"459934"	826	914	690	570	278	450
"459936"	1692	1126	673	935	509	449
"459937"	1626	1870	1405	1129	411	802
"459945"	207	162	260	412	512	284
"459946"	94	81	139	160	316	160
"459948"	67	21	47	232	265	213
"459949"	18	29	64	81	92	98
"45995"	24	16	30	31	64	50
"459950"	29	11	33	371	544	340
"459963"	396	108	247	312	361	237
"459983"	52	273	355	203	471	307
"459986"	1180	788	750	2302	2141	1341
"459987"	543	2402	1390	3204	5331	4840
"459992"	100	66	71	132	162	62
"459994"	65	57	158	84	154	157
"459996"	319	225	326	276	139	290
"459999"	384	145	288	242	203	286
"460000"	1157	200	200	352	357	257
"460001"	935	198	122	167	165	151
"460002"	53	60	47	79	68	67
"460004"	965	2092	1075	1287	1818	1490
"460006"	219	113	159	377	425	404
"460010"	68	40	84	164	197	92
"460012"	9	45	132	32	32	47
"460016"	114	109	162	35	21	32
"460017"	12	14	11	38	53	34
"460022"	80	28	54	63	43	66
"460023"	74	63	71	259	304	180
"460024"	287	224	288	80	348	52
"460028"	2556	47	10	14	63	18
"460033"	3550	7272	8583	3262	2865	4424
"460035"	142	79	124	70	82	64
"460036"	842	520	488	825	906	830
"460037"	68900	55322	42073	21551	9289	14638
"460042"	4	3	2	11	18	15
"460044"	45	15	34	117	111	90
"460046"	11	18	27	235	350	246
"460047"	5	13	4	139	17	20
"460049"	12	8	3	20	6	13
"46005"	0	0	0	54	85	38
"460050"	44	7	28	54	33	45
"460051"	191	2	0	0	0	0
"460052"	283	454	91	395	732	383
"460056"	157	177	155	149	296	200
"460057"	23	23	33	239	176	87
"460064"	1869	968	990	2651	1612	2406
"460066"	40	80	102	232	500	311
"460067"	16	17	45	19	32	32
"460075"	783	1860	1493	903	1294	2527
"460076"	555	266	339	1143	763	651
"460077"	3	18	20	21	40	24
"460081"	644	146	238	81	132	103
"460090"	189	67	73	203	334	298
"460091"	2728	11456	17314	4670	3311	7525
"460094"	1924	3797	1793	2395	3381	3223
"460111"	84	134	297	216	399	353
"460113"	246	211	233	810	607	1623
"460114"	60	76	139	145	186	154
"460117"	2144	2554	10145	18316	1802	3850
"460118"	90	63	194	405	362	280
"460124"	309	761	693	172	113	197
"460130"	13	21	46	45	97	68
"460133"	9	37	37	42	80	93
"460136"	27	49	193	418	559	597
"46014"	2	2	4	0	0	2
"460140"	153	48	48	72	90	55
"460145"	15	16	20	25	49	48
"460150"	297	93	97	222	308	181
"460156"	2	0	3	20	22	16
"460157"	707	93	35	2062	1011	1108
"460158"	130	149	279	232	327	343
"460159"	43	54	55	34	48	49
"460162"	61	20	34	138	164	135
"460163"	87	20	46	218	274	208
"460171"	104	133	52	79	94	76
"460172"	194	175	108	342	290	350
"460178"	95	41	116	17	15	17
"460181"	35	45	88	120	172	167
"460183"	1	2	2	6	13	9
"460194"	2288	1930	3084	2281	1831	2004
"460196"	14384	58945	68546	25	33	11
"460197"	1499	574	355	772	596	626
"460200"	54	129	143	80	134	114
"460201"	62	85	155	104	442	275
"460205"	3	2	6	60	144	105
"460215"	96	144	165	357	684	351
"460216"	6	0	0	132	39	41
"460217"	47	69	171	154	169	234
"460218"	183	83	120	138	201	227
"46022"	22	16	29	31	64	45
"460221"	71	374	334	303	1174	497
"460231"	290	24	13	1	5	3
"460234"	357	334	271	425	401	329
"460244"	51	18	65	38	43	42
"460251"	2137	3701	2956	1459	978	1344
"460266"	174	612	690	106	59	100
"460267"	5959	6044	5356	4657	2569	4717
"460268"	100	38	63	189	222	116
"460273"	3030	3679	2139	4013	2211	5388
"460274"	245	301	284	417	708	396
"460277"	71	46	96	406	570	357
"460288"	14	156	211	1208	1311	1621
"460291"	434	639	242	74	139	91
"460292"	2104	3239	2998	1062	762	1373
"460295"	72	117	184	288	210	259
"460300"	1087	3542	4213	168	45	232
"460301"	332	399	386	786	1168	826
"460305"	821	918	538	1769	2003	1593
"460313"	1126	279	194	525	302	271
"460314"	23	28	40	120	211	162
"460318"	144	156	64	117	151	93
"460323"	34	141	252	71	483	177
"460324"	294	245	135	2199	925	1584
"460326"	0	9	12	7	17	16
"460327"	363	114	121	146	149	146
"460331"	212	249	313	404	343	382
"460333"	1837	1448	418	859	722	724
"460337"	49	163	357	359	280	337
"460338"	0	0	2	14	13	11
"460348"	87	25	45	2504	2072	2901
"460356"	1339	1598	1039	3365	1951	2574
"460360"	9	44	98	70	75	42
"460370"	746	126	217	265	430	142
"460375"	27	25	25	55	134	89
"460377"	15	65	77	0	0	0
"460378"	28	24	35	57	97	64
"460382"	1514	2508	3062	1376	2604	1869
"460383"	8	28	68	38	36	44
"460386"	103	186	336	417	960	521
"460387"	50	275	416	35	42	25
"460392"	2370	922	695	650	650	645
"460398"	272	359	712	300	65	127
"460400"	2785	5699	5356	930	366	678
"460401"	822	195	288	2	2	0
"460404"	36	45	56	70	105	105
"460407"	312	129	184	560	631	870
"460408"	3273	1160	591	116	88	31
"460409"	143	39	49	163	295	153
"460410"	29	137	124	253	391	364
"460413"	11773	12853	20140	12263	20948	9387
"460414"	165	457	535	704	1169	757
"460415"	337	126	105	645	593	431
"460416"	101	143	181	51	82	66
"46042"	0	0	0	5	13	9
"460424"	9	12	29	144	243	249
"460427"	93	1398	1712	1193	7251	2538
"460442"	828	409	284	976	648	615
"460444"	10	40	83	23	29	44
"460454"	120	43	69	173	147	140
"460458"	238	102	132	530	377	324
"460460"	0	0	2	29	25	23
"460461"	66	95	126	97	173	87
"460467"	2	2	0	0	0	0
"460470"	44	79	143	129	172	146
"460471"	50	20	32	234	172	169
"460475"	263	413	520	440	645	388
"460476"	184	146	103	177	109	166
"460485"	38	18	23	34	47	69
"460488"	6291	18235	19965	4403	2848	5903
"460492"	839	1473	1536	6223	2493	2745
"460493"	359	261	210	273	418	338
"460496"	96	119	162	320	441	324
"460498"	2	2	3	7	7	12
"460499"	28	71	122	66	85	114
"460502"	6	16	37	80	80	45
"460506"	129	23	20	63	56	101
"460510"	37	33	87	80	117	73
"460515"	8	38	48	55	45	108
"460518"	96	112	246	251	264	299
"460521"	77	364	301	526	2033	897
"460522"	2463	1603	1225	351	289	223
"460530"	33	93	113	67	99	99
"460539"	592	225	108	723	325	425
"460544"	107	102	173	145	138	85
"460551"	648	951	576	1218	1504	775
"460553"	3	34	51	74	71	27
"460554"	1	8	20	14	15	11
"460555"	90	49	69	68	73	42
"460558"	391	152	110	283	108	141
"460560"	98	85	113	151	303	259
"460563"	30	17	20	35	132	86
"460564"	2453	3634	1443	3550	6498	3853
"460565"	73	31	42	61	97	97
"460566"	15	8	11	27	84	36
"460568"	8	18	27	46	73	76
"460569"	14	5	12	32	52	69
"460570"	286	1368	2051	539	649	1059
"460576"	73	150	219	206	308	373
"460577"	465	282	412	324	363	295
"460579"	201	45	49	93	156	98
"460580"	5059	5781	4258	5475	1743	2772
"460586"	4	21	18	108	144	103
