,x
2498,95011
2499,61074
2500,95019
2501,194324
2502,194332
2503,461008
2504,194410
2505,461016
2506,194479
2507,95103
2508,61076
2509,194554
2510,60950
2511,447526
2512,194568
2513,95144
2514,194576
2515,95207
2516,431913
2517,461074
2518,447579
2519,461085
2520,461087
2521,61142
2522,462026
2523,351175
2524,199375
2525,426257
2526,448706
2527,199401
2528,199513
2529,199550
2530,199574
2531,97513
2532,448739
2533,97516
2534,462069
2535,351274
2536,199629
2537,426283
2538,199707
2539,199768
2540,448791
2541,454077
2542,222113
2543,439458
2544,46307
2545,446732
2546,250979
2547,250980
2548,222328
2549,222380
2550,454151
2551,222457
2552,108424
2553,471366
2554,121888
2555,222586
2556,222594
2557,222710
2558,251115
2559,222779
2560,222780
2561,51153
2562,446790
2563,466567
2564,222984
2565,69772
2566,223052
2567,428839
2568,223234
2569,251358
2570,108790
2571,223345
2572,108816
2573,108829
2574,108852
2575,351378
2576,351387
2577,462128
2578,62669
2579,199917
2580,199942
2581,448844
2582,433412
2583,433415
2584,200030
2585,433416
2586,433418
2587,351454
2588,200075
2589,200100
2590,200170
2591,200171
2592,462197
2593,433470
2594,97839
2595,433471
2596,448921
2597,433476
2598,351550
2599,351563
2600,62642
2601,223465
2602,54443
2603,439857
2604,223573
2605,361328
2606,446827
2607,122056
2608,223628
2609,223712
2610,223768
2611,223806
2612,361441
2613,46325
2614,223957
2615,224067
2616,423079
2617,361530
2618,439988
2619,224189
2620,109220
2621,224247
2622,373026
2623,454604
2624,224466
2625,224479
2626,454648
2627,224536
2628,454654
2629,454656
2630,466851
2631,454696
2632,224702
2633,97896
2634,200375
2635,462238
2636,448960
2637,462243
2638,97942
2639,433569
2640,449004
2641,200596
2642,98044
2643,43845
2644,449028
2645,462305
2646,98095
2647,440222
2648,440235
2649,224981
2650,225064
2651,313221
2652,225115
2653,317568
2654,454819
2655,225203
2656,225278
2657,467008
2658,252033
2659,362053
2660,225326
2661,362061
2662,225441
2663,109793
2664,313274
2665,467056
2666,225838
2667,225848
2668,440481
2669,226040
2670,252295
2671,433673
2672,200857
2673,351819
2674,462342
2675,200994
2676,201061
2677,201068
2678,462361
2679,98237
2680,201096
2681,201153
2682,98319
2683,98324
2684,98337
2685,226114
2686,226129
2687,471530
2688,423282
2689,455049
2690,455053
2691,226279
2692,226281
2693,70738
2694,226420
2695,226441
2696,226453
2697,455091
2698,252392
2699,110305
2700,226574
2701,226600
2702,362586
2703,423335
2704,110396
2705,362649
2706,110455
2707,455191
2708,227062
2709,362808
2710,252508
2711,467327
2712,41742
2713,227293
2714,455284
2715,440905
2716,227419
2717,440953
2718,201351
2719,201362
2720,63180
2721,98399
2722,449192
2723,449195
2724,462432
2725,462448
2726,201574
2727,352122
2728,449271
2729,63117
2730,227592
2731,227597
2732,227769
2733,71197
2734,227790
2735,363132
2736,252675
2737,110995
2738,43058
2739,417896
2740,111073
2741,111087
2742,455491
2743,111098
2744,447063
2745,455536
2746,455543
2747,228517
2748,441252
2749,111252
2750,111256
2751,71430
2752,467611
2753,467616
2754,441312
2755,42335
2756,557997
2757,449293
2758,201873
2759,201944
2760,426553
2761,201999
2762,202131
2763,426559
2764,449354
2765,363581
2766,228830
2767,228870
2768,441352
2769,228906
2770,228921
2771,455644
2772,111486
2773,229068
2774,229070
2775,229121
2776,229148
2777,111533
2778,111551
2779,558105
2780,441494
2781,441511
2782,455760
2783,467770
2784,122870
2785,253110
2786,363911
2787,429472
2788,441561
2789,229628
2790,455795
2791,455799
2792,111788
2793,229660
2794,229675
2795,111814
2796,229733
2797,111849
2798,467828
2799,462595
2800,98804
2801,63426
2802,98901
2803,202452
2804,449368
2805,462657
2806,462667
2807,41875
2808,111956
2809,230030
2810,112015
2811,455910
2812,455914
2813,230244
2814,455942
2815,230372
2816,112128
2817,230430
2818,230439
2819,364328
2820,112191
2821,467966
2822,112291
2823,456061
2824,441906
2825,112318
2826,230844
2827,230850
2828,122983
2829,364570
2830,468024
2831,442008
2832,231071
2833,231076
2834,231082
2835,449475
2836,462688
2837,434178
2838,99044
2839,202596
2840,434183
2841,449489
2842,202613
2843,202725
2844,434233
2845,202775
2846,434239
2847,449545
2848,202840
2849,202849
2850,99183
2851,456144
2852,468063
2853,632214
2854,456170
2855,456181
2856,468087
2857,112576
2858,231386
2859,231450
2860,460677
2861,442124
2862,44159
2863,456235
2864,456239
2865,442141
2866,72268
2867,112694
2868,418258
2869,468153
2870,112725
2871,231682
2872,231703
2873,442179
2874,231761
2875,231804
2876,112798
2877,231866
2878,442227
2879,112834
2880,253546
2881,231986
2882,456346
2883,232041
2884,365076
2885,365094
2886,112952
2887,434302
2888,449600
2889,462792
2890,203014
2891,63690
2892,434346
2893,415294
2894,434409
2895,203262
2896,99372
2897,462863
2898,203341
2899,426735
2900,203365
2901,352927
2902,113041
2903,232396
2904,232403
2905,113079
2906,232454
2907,232480
2908,232481
2909,113107
2910,456476
2911,456477
2912,232514
2913,232533
2914,232592
2915,232622
2916,113197
2917,232686
2918,442475
2919,232759
2920,232783
2921,232854
2922,456580
2923,365451
2924,468407
2925,365482
2926,233042
2927,233096
2928,233188
2929,460698
2930,99444
2931,462900
2932,99476
2933,462927
2934,449760
2935,203537
2936,449776
2937,72710
2938,113463
2939,113474
2940,233302
2941,113493
2942,233367
2943,456681
2944,233394
2945,233419
2946,468481
2947,113557
2948,442673
2949,233528
2950,442686
2951,72760
2952,456729
2953,113633
2954,233650
2955,233722
2956,442753
2957,468544
2958,113743
2959,113752
2960,434617
2961,64052
2962,203804
2963,434635
2964,463001
2965,203870
2966,463011
2967,203929
2968,434678
2969,99790
2970,234033
2971,456815
2972,468577
2973,468587
2974,456840
2975,521952
2976,113875
2977,113897
2978,442828
2979,234312
2980,456875
2981,234361
2982,468627
2983,456899
2984,234519
2985,234582
2986,234589
2987,449953
2988,99873
2989,204226
2990,99888
2991,99901
2992,204262
2993,204288
2994,449985
2995,204323
2996,463115
2997,434798
2998,99973
2999,99975
3000,434812
3001,234874
3002,234947
3003,442977
3004,443063
3005,235363
3006,415539
3007,463196
3008,204772
3009,204812
3010,204822
3011,204837
3012,204846
3013,463210
3014,463214
3015,114511
3016,235574
3017,457128
3018,114548
3019,457154
3020,114611
3021,457182
3022,114666
3023,366650
3024,114689
3025,463239
3026,463252
3027,434962
3028,205103
3029,205111
3030,205202
3031,435006
3032,205279
3033,114803
3034,457254
3035,236193
3036,443316
3037,114918
3038,457301
3039,457313
3040,443398
3041,236675
3042,205326
3043,100482
3044,427008
3045,450279
3046,205633
3047,353960
3048,427029
3049,115127
3050,115140
3051,443451
3052,236954
3053,457398
3054,237031
3055,443487
3056,435146
3057,354054
3058,205869
3059,450371
3060,435194
3061,100722
3062,100738
3063,463447
3064,237434
3065,237469
3066,237489
3067,237615
3068,73870
3069,443621
3070,443624
3071,237697
3072,237708
3073,367352
3074,457558
3075,115608
3076,443695
3077,254653
3078,206121
3079,54345
3080,206170
3081,206254
3082,206255
3083,463474
3084,450456
3085,421426
3086,450486
3087,427087
3088,238108
3089,367547
3090,115769
3091,115782
3092,238256
3093,115813
3094,238329
3095,115838
3096,463509
3097,64876
3098,206554
3099,206592
3100,463555
3101,435421
3102,435432
3103,206752
3104,206815
3105,367667
3106,41077
3107,424447
3108,115965
3109,557982
3110,367742
3111,115981
3112,238755
3113,116051
3114,116069
3115,238905
3116,469384
3117,443922
3118,116103
3119,238963
3120,206956
3121,450657
3122,427170
3123,463630
3124,101278
3125,116162
3126,239073
3127,239132
3128,469439
3129,367927
3130,116341
3131,457974
3132,239501
3133,469508
3134,457996
3135,239583
3136,239750
3137,116540
3138,458083
3139,444211
3140,194988
3141,194995
3142,60760
3143,195080
3144,195091
3145,95402
3146,195165
3147,195166
3148,95428
3149,447678
3150,432054
3151,195215
3152,95460
3153,195240
3154,447697
3155,420320
3156,349563
3157,95508
3158,195350
3159,95525
3160,447730
3161,447739
3162,349605
3163,447753
3164,195452
3165,195457
3166,447766
3167,461199
3168,195542
3169,195552
3170,447801
3171,195620
3172,461217
3173,349693
3174,95690
3175,95707
3176,95730
3177,349742
3178,240052
3179,116627
3180,469622
3181,444253
3182,368354
3183,458188
3184,450694
3185,450705
3186,207330
3187,415770
3188,450719
3189,65105
3190,463686
3191,207406
3192,207452
3193,463700
3194,56342
3195,458207
3196,240569
3197,240589
3198,116885
3199,240792
3200,444386
3201,117017
3202,101488
3203,101509
3204,207660
3205,207692
3206,463748
3207,101543
3208,207811
3209,450840
3210,240956
3211,241148
3212,444453
3213,74898
3214,241233
3215,117222
3216,368832
3217,241437
3218,315901
3219,368908
3220,241631
3221,241644
3222,463789
3223,435760
3224,450878
3225,208068
3226,208078
3227,208129
3228,101732
3229,435809
3230,419203
3231,450915
3232,310514
3233,463863
3234,101808
3235,208308
3236,208344
3237,427260
3238,208396
3239,41890
3240,208532
3241,435896
3242,208577
3243,208588
3244,242071
3245,242119
3246,75222
3247,444703
3248,316035
3249,470013
3250,208609
3251,421643
3252,56512
3253,451068
3254,435996
3255,208926
3256,458646
3257,369373
3258,117839
3259,242672
3260,117896
3261,208998
3262,209050
3263,436069
3264,209162
3265,209166
3266,102226
3267,451183
3268,209257
3269,242889
3270,117979
3271,118006
3272,242975
3273,243120
3274,243130
3275,118094
3276,118114
3277,414244
3278,369674
3279,445023
3280,355537
3281,209422
3282,209492
3283,102380
3284,430785
3285,445078
3286,458874
3287,243566
3288,458881
3289,118331
3290,470213
3291,118363
3292,243667
3293,95793
3294,196126
3295,349870
3296,196508
3297,196514
3298,350005
3299,196673
3300,96145
3301,96160
3302,451284
3303,209625
3304,436247
3305,451313
3306,118474
3307,458956
3308,243980
3309,243984
3310,369948
3311,244052
3312,244062
3313,458979
3314,210024
3315,102614
3316,210030
3317,451393
3318,451402
3319,102656
3320,451420
3321,355917
3322,445237
3323,244305
3324,445262
3325,459056
3326,75893
3327,75916
3328,102732
3329,421802
3330,464257
3331,210318
3332,210388
3333,210406
3334,436498
3335,464286
3336,210481
3337,102833
3338,244702
3339,459094
3340,118886
3341,244991
3342,425014
3343,245094
3344,245098
3345,245141
3346,66117
3347,310905
3348,421834
3349,210706
3350,451545
3351,210792
3352,451556
3353,464347
3354,445503
3355,445508
3356,356209
3357,436615
3358,451592
3359,119183
3360,245446
3361,316549
3362,558015
3363,451648
3364,211212
3365,211284
3366,436732
3367,211310
3368,436736
3369,427627
3370,356396
3371,459280
3372,459289
3373,370618
3374,470538
3375,103267
3376,211464
3377,211514
3378,103336
3379,436816
3380,416249
3381,211581
3382,211648
3383,445597
3384,445599
3385,445622
3386,459348
3387,246059
3388,246131
3389,470615
3390,470617
3391,246240
3392,96227
3393,448093
3394,196897
3395,196917
3396,432496
3397,51173
3398,448126
3399,432514
3400,197062
3401,197211
3402,96404
3403,197250
3404,461575
3405,197285
3406,448213
3407,461601
3408,432641
3409,197382
3410,461628
3411,432697
3412,461640
3413,197470
3414,96540
3415,420532
3416,432743
3417,197559
3418,197561
3419,426064
3420,558392
3421,461669
3422,448290
3423,631944
3424,461672
3425,432766
3426,197672
3427,432777
3428,436890
3429,356609
3430,211769
3431,211783
3432,211787
3433,451798
3434,119595
3435,470646
3436,212004
3437,436956
3438,521922
3439,437001
3440,212187
3441,632218
3442,445748
3443,451894
3444,311211
3445,212382
3446,437049
3447,212443
3448,53698
3449,76510
3450,212500
3451,212567
3452,557972
3453,212587
3454,356962
3455,451970
3456,212638
3457,459546
3458,246863
3459,66918
3460,437164
3461,422070
3462,437179
3463,452038
3464,212885
3465,212934
3466,212975
3467,464749
3468,247161
3469,119983
3470,470780
3471,76619
3472,452072
3473,213017
3474,104001
3475,213134
3476,437241
3477,104088
3478,213250
3479,464816
3480,213397
3481,104166
3482,104169
3483,357296
3484,247346
3485,247406
3486,247414
3487,357364
3488,422141
3489,247472
3490,213831
3491,213856
3492,213860
3493,357491
3494,549921
3495,247589
3496,357553
3497,214099
3498,214132
3499,214156
3500,631875
3501,67291
3502,214170
3503,104544
3504,446040
3505,371471
3506,452361
3507,437554
3508,214474
3509,214476
3510,214532
3511,247883
3512,247905
3513,214589
3514,214702
3515,104819
3516,428010
3517,446116
3518,120387
3519,248064
3520,214881
3521,104868
3522,214930
3523,465135
3524,371594
3525,248100
3526,120459
3527,215094
3528,215114
3529,465146
3530,215135
3531,215188
3532,358006
3533,358013
3534,215196
3535,215227
3536,465169
3537,215296
3538,465178
3539,215487
3540,105134
3541,452640
3542,215521
3543,215536
3544,446172
3545,446189
3546,215578
3547,358168
3548,105178
3549,215638
3550,215667
3551,465247
3552,215794
3553,248458
3554,215850
3555,311766
3556,215920
3557,215951
3558,452734
3559,215981
3560,437926
3561,105361
3562,459873
3563,465304
3564,105406
3565,79287
3566,437993
3567,216233
3568,248562
3569,248575
3570,371770
3571,248608
3572,105484
3573,438018
3574,438025
3575,216375
3576,216380
3577,216406
3578,416720
3579,465373
3580,452851
3581,248662
3582,120726
3583,432811
3584,448392
3585,198060
3586,96820
3587,96831
3588,198139
3589,96871
3590,461817
3591,216525
3592,216570
3593,452881
3594,358531
3595,358535
3596,438123
3597,358570
3598,311896
3599,216908
3600,465472
3601,216970
3602,120821
3603,465484
3604,217075
3605,358766
3606,459945
3607,120839
3608,446317
3609,248967
3610,217311
3611,438273
3612,453061
3613,106019
3614,217396
3615,106053
3616,217475
3617,453087
3618,438299
3619,453091
3620,217487
3621,40745
3622,106136
3623,372006
3624,68285
3625,106187
3626,217787
3627,438423
3628,249216
3629,416895
3630,438441
3631,217971
3632,106329
3633,106349
3634,106352
3635,422534
3636,218222
3637,359185
3638,453290
3639,218284
3640,218295
3641,121073
3642,77213
3643,106485
3644,218359
3645,438535
3646,106507
3647,438555
3648,453330
3649,218476
3650,218485
3651,106553
3652,106580
3653,446436
3654,198333
3655,350778
3656,432986
3657,432995
3658,448513
3659,448514
3660,97027
3661,198560
3662,426175
3663,433035
3664,97092
3665,414796
3666,198743
3667,448571
3668,359327
3669,218686
3670,218695
3671,218715
3672,218768
3673,121184
3674,460091
3675,218999
3676,106805
3677,453443
3678,106816
3679,359517
3680,249865
3681,219190
3682,219331
3683,249902
3684,557981
3685,121358
3686,453508
3687,106945
3688,106971
3689,107006
3690,465935
3691,453551
3692,107093
3693,219717
3694,219719
3695,372370
3696,438869
3697,219813
3698,68885
3699,453601
3700,219844
3701,219878
3702,219888
3703,219896
3704,438920
3705,219932
3706,453634
3707,453638
3708,250162
3709,107249
3710,220021
3711,466036
3712,438955
3713,220045
3714,453655
3715,359919
3716,433116
3717,198908
3718,198995
3719,448624
3720,448673
3721,97368
3722,220171
3723,220220
3724,68982
3725,220302
3726,439022
3727,220382
3728,453726
3729,220477
3730,220497
3731,220518
3732,453746
3733,439062
3734,107508
3735,59288
3736,220639
3737,220641
3738,220688
3739,453800
3740,453804
3741,453823
3742,453828
3743,220939
3744,439146
3745,221020
3746,360281
3747,221124
3748,221131
3749,221133
3750,221181
3751,439197
3752,453895
3753,439209
3754,69198
3755,372600
3756,221310
3757,453928
3758,466248
3759,453938
3760,107867
3761,107895
3762,439276
3763,466281
3764,221497
3765,360465
3766,221533
3767,221539
3768,77555
3769,107980
3770,221620
3771,108002
3772,221792
3773,221861
3774,108128
3775,44220
3776,454052
3777,221951
3778,221952
3779,439406
3780,372704
